epoch,train_loss,val_loss,val_f1,val_minority_recall
1,0.04919277145152274,0.012715437455765352,0.39603960396039606,0.631578947368421
2,0.010224150327517145,0.00802794363723338,0.5888888888888889,0.5578947368421052
3,0.003832701389483374,0.007258914799184145,0.6844919786096256,0.6736842105263158
4,0.0018050322232525196,0.00987455047923797,0.6633165829145728,0.6947368421052632
5,0.0015751504847074883,0.009631339093239575,0.6732673267326733,0.7157894736842105
6,0.0009176699111077635,0.013381323626298116,0.7100591715976331,0.631578947368421
7,0.0007706073794583331,0.015147023074644116,0.6236559139784946,0.6105263157894737
8,0.00043076231223218483,0.012516431902461274,0.6633663366336634,0.7052631578947368
