epoch,train_loss,val_loss,val_f1,val_minority_recall
1,0.019555584674438575,0.009829340509651542,0.0,0.0
2,0.008564730916620933,0.006287263903119164,0.59,0.6210526315789474
3,0.006056369070045048,0.006717586636229968,0.6794871794871795,0.5578947368421052
4,0.00360831380537349,0.009332672769629645,0.7204968944099379,0.6105263157894737
5,0.0022099454701133437,0.007805528284063025,0.6197183098591549,0.6947368421052632
6,0.0013690767220845108,0.010572264095320092,0.6918918918918919,0.6736842105263158
7,0.0007542034886471082,0.01900290829615564,0.6797385620915033,0.5473684210526316
8,0.0008926181575450323,0.013456598487948477,0.7126436781609196,0.6526315789473685
