epoch,train_loss,val_loss,val_f1,val_minority_recall
1,0.5240748801687419,0.15270765993319102,0.4262295081967213,0.8210526315789474
2,0.10880714259774506,0.07570870356999913,0.6206896551724138,0.6631578947368421
3,0.03992434340820573,0.09614637731053928,0.6473429951690821,0.7052631578947368
4,0.01801636563738044,0.09549354334472847,0.6526315789473685,0.6526315789473685
