epoch,train_loss,val_loss,val_f1,val_minority_recall
1,0.046245611393464815,0.011444898950398569,0.42857142857142855,0.7578947368421053
2,0.00868964873815085,0.008860594738873883,0.6231155778894473,0.6526315789473685
3,0.003304287059310333,0.011285647851184345,0.656084656084656,0.6526315789473685
