word,mean_importance,frequency,total_importance
April,0.015999309999703264,5,0.07999654999851633
I,0.07954969770665393,1,0.07954969770665393
gunbattle,0.07784132705875589,1,0.07784132705875589
Deh,0.01940262849110292,4,0.07761051396441168
Qal,0.07750301089545358,1,0.07750301089545358
checkpost,0.07615703135817024,1,0.07615703135817024
23,0.025139448050447936,3,0.07541834415134381
another,0.024840758958567234,3,0.0745222768757017
captured,0.03710009996323012,2,0.07420019992646024
explosion,0.07038878804605948,1,0.07038878804605948
shot,0.017406458599543626,4,0.0696258343981745
11,0.01732596717231861,4,0.06930386868927443
events,0.03449966537572472,2,0.06899933075144944
army,0.0689809770569879,1,0.0689809770569879
Saydabad,0.06832837774686569,1,0.06832837774686569
militia,0.022438735306978503,3,0.06731620592093551
Kardan,0.03308601647152087,2,0.06617203294304173
Maywand,0.033019534628707624,2,0.06603906925741525
village,0.06452260369004305,1,0.06452260369004305
least,0.02130332741173954,3,0.06390998223521861
Nahri,0.03184387352119849,2,0.06368774704239698
10,0.021154733665061366,3,0.0634642009951841
APC,0.03156718613475335,2,0.0631343722695067
convoy,0.03132073775677764,2,0.06264147551355528
others,0.031270352201535206,2,0.06254070440307041
roadside,0.0624272436844121,1,0.0624272436844121
member,0.030574964287686298,2,0.061149928575372596
Yak,0.06070931128784428,1,0.06070931128784428
region,0.06063556368091408,1,0.06063556368091408
abducted,0.06021875210827563,1,0.06021875210827563
commander,0.030106523830323497,2,0.060213047660646994
Rahwod,0.060148181044166735,1,0.060148181044166735
Ksrezono,0.06008694721818545,1,0.06008694721818545
flee,0.058022020283962965,1,0.058022020283962965
Barakzayi,0.057906473989263706,1,0.057906473989263706
Pusht,0.057766450859907746,1,0.057766450859907746
chief,0.028832005380128117,2,0.057664010760256235
officers,0.02796511791853542,2,0.05593023583707084
43,0.05570781702097958,1,0.05570781702097958
Khan,0.055171841691109336,1,0.055171841691109336
Ahino,0.054821315043533575,1,0.054821315043533575
6,0.013645090425259049,4,0.054580361701036195
Bek,0.05239589597953166,1,0.05239589597953166
13,0.01696152612418875,3,0.050884578372566255
hit,0.025410965470165945,2,0.05082193094033189
25,0.016323388463348947,3,0.048970165390046845
Bala,0.024214630757040244,2,0.04842926151408049
when,0.009681983102392036,5,0.04840991551196018
7,0.02388631428399792,2,0.04777262856799584
double,0.0470056366683532,1,0.0470056366683532
civilians,0.02329105165495915,2,0.0465821033099183
procession,0.046569305971880505,1,0.046569305971880505
hours,0.023251624544987845,2,0.04650324908997569
of,0.015475662943418367,3,0.0464269888302551
Heavy,0.045329407046415554,1,0.045329407046415554
died,0.04467105436807825,1,0.04467105436807825
killing,0.022253356201346587,2,0.044506712402693174
A,0.04417952190124371,1,0.04417952190124371
teachers,0.0436728737226616,1,0.0436728737226616
their,0.021673313642230668,2,0.043346627284461335
be,0.021625903907040993,2,0.043251807814081986
battle,0.042077999050681214,1,0.042077999050681214
posti,0.04089535531667842,1,0.04089535531667842
Qari,0.03986720848846095,1,0.03986720848846095
Zana,0.038429275673389156,1,0.038429275673389156
16th,0.037919411158542984,1,0.037919411158542984
65,0.037819649841322946,1,0.037819649841322946
prayer,0.03781870758901233,1,0.03781870758901233
ye,0.03757110957997724,1,0.03757110957997724
near,0.037525829248677936,1,0.037525829248677936
buildings,0.03751641584499309,1,0.03751641584499309
forced,0.03717535549147527,1,0.03717535549147527
also,0.009253631317328436,4,0.037014525269313744
Farsi,0.03693901009011071,1,0.03693901009011071
bomb,0.03669278388133966,1,0.03669278388133966
Shapoli,0.03607572401956696,1,0.03607572401956696
Rayzano,0.0358242499420364,1,0.0358242499420364
duty,0.03566117051401497,1,0.03566117051401497
National,0.01781982343332705,2,0.0356396468666541
Barchi,0.03526918426811297,1,0.03526918426811297
madrasa,0.03385981703868519,1,0.03385981703868519
governor,0.03372432861690425,1,0.03372432861690425
landmines,0.033610446316473336,1,0.033610446316473336
parts,0.03283287879055504,1,0.03283287879055504
injuring,0.016326994095736874,2,0.03265398819147375
force,0.03244238988592058,1,0.03244238988592058
information,0.016172811145060098,2,0.032345622290120196
16,0.03157421346557115,1,0.03157421346557115
City,0.031244513379272268,1,0.031244513379272268
Burhan,0.030505487801433,1,0.030505487801433
pickup,0.030396231745750648,1,0.030396231745750648
Lam,0.015183268774151788,2,0.030366537548303575
families,0.030280209407493038,1,0.030280209407493038
fatality,0.01494426648512037,2,0.02988853297024074
left,0.01489735852503608,2,0.02979471705007216
29,0.014602818413265562,2,0.029205636826531125
women,0.028651866576875806,1,0.028651866576875806
Report,0.028492207468325804,1,0.028492207468325804
15,0.028300685258971482,1,0.028300685258971482
magnetic,0.028242359552850184,1,0.028242359552850184
bodyguards,0.028009708913304773,1,0.028009708913304773
night,0.013921055157742283,2,0.027842110315484565
or,0.02777095731314798,1,0.02777095731314798
people,0.027244431515510516,1,0.027244431515510516
headquarter,0.02700403871986722,1,0.02700403871986722
employees,0.026362225461790942,1,0.026362225461790942
Masud,0.026114821289833643,1,0.026114821289833643
18,0.02606308657709596,1,0.02606308657709596
Sharodak,0.025369918016737054,1,0.025369918016737054
leaving,0.02524631960681507,1,0.02524631960681507
Dorahi,0.025206872373841126,1,0.025206872373841126
his,0.025160816316357987,1,0.025160816316357987
men,0.024888753797736213,1,0.024888753797736213
militaries,0.023949534090436608,1,0.023949534090436608
vehicles,0.02375685332236464,1,0.02375685332236464
Local,0.0233028466798036,1,0.0233028466798036
8,0.02296367246207965,1,0.02296367246207965
Alika,0.022890089303584715,1,0.022890089303584715
90,0.022471218268733238,1,0.022471218268733238
dead,0.022432468645152793,1,0.022432468645152793
number,0.011129717648654829,2,0.022259435297309657
girls,0.021973394859910598,1,0.021973394859910598
2nd,0.021893601580114205,1,0.021893601580114205
result,0.021747868160363306,1,0.021747868160363306
affiliation,0.021091568591759847,1,0.021091568591759847
place,0.02091538418126737,1,0.02091538418126737
checkpoints,0.02088119800553919,1,0.02088119800553919
05,0.010316573186293351,2,0.020633146372586703
At,0.020383316302821877,1,0.020383316302821877
as,0.005070344128383358,4,0.02028137651353343
including,0.006717863593164115,3,0.020153590779492345
ah,0.020124134140728146,1,0.020124134140728146
Sabz,0.019583556270949983,1,0.019583556270949983
took,0.01933208015995314,1,0.01933208015995314
Jeghatoo,0.019034841737295815,1,0.019034841737295815
Agha,0.018876978684010177,1,0.018876978684010177
tank,0.018533954985015314,1,0.018533954985015314
highway,0.018217318569865314,1,0.018217318569865314
all,0.009008824314550051,2,0.018017648629100103
14,0.017737632338155306,1,0.017737632338155306
during,0.00886757219698632,2,0.01773514439397264
nationals,0.017689218147940576,1,0.017689218147940576
it,0.017607529209311606,1,0.017607529209311606
Aug,0.017152045914499453,1,0.017152045914499453
suffered,0.01704524691095788,1,0.01704524691095788
Archi,0.016930493538249266,1,0.016930493538249266
Dashtak,0.016819031719032002,1,0.016819031719032002
clash,0.016809601825306365,1,0.016809601825306365
12,0.016522152255236816,1,0.016522152255236816
28,0.016512353445015344,1,0.016512353445015344
recently,0.016299953977115655,1,0.016299953977115655
Katyusha,0.016196734643971106,1,0.016196734643971106
Wazir,0.01591288070072483,1,0.01591288070072483
guard,0.015897464966749854,1,0.015897464966749854
New,0.015465934052508491,1,0.015465934052508491
October,0.007687172675119293,2,0.015374345350238586
Khwaja,0.015249863010788525,1,0.015249863010788525
Dshk,0.015244796101035907,1,0.015244796101035907
Shinkay,0.015178648613859841,1,0.015178648613859841
Daychopan,0.014972999005037768,1,0.014972999005037768
Hazara,0.014933354144892186,1,0.014933354144892186
planted,0.004965981207030559,3,0.014897943621091677
entered,0.014624871042577115,1,0.014624871042577115
other,0.01453256651562015,1,0.01453256651562015
back,0.014423042969282228,1,0.014423042969282228
political,0.014291922545323316,1,0.014291922545323316
refute,0.013842671457181984,1,0.013842671457181984
specific,0.013790344377840057,1,0.013790344377840057
Mazar,0.013672028865718687,1,0.013672028865718687
Goorgore,0.013524736473667831,1,0.013524736473667831
assumed,0.013071024466286798,1,0.013071024466286798
Army,0.012484680187979052,1,0.012484680187979052
As,0.006098533245178098,2,0.012197066490356196
civilian,0.012121795518646367,1,0.012121795518646367
No,0.012019867671497066,1,0.012019867671497066
which,0.011216908816553302,1,0.011216908816553302
passing,0.011199209892562397,1,0.011199209892562397
Ferqat,0.01105511552262019,1,0.01105511552262019
while,0.010712594043254163,1,0.010712594043254163
Narizaber,0.01047616096075723,1,0.01047616096075723
7th,0.010161697705694965,1,0.010161697705694965
Public,0.010140229902443336,1,0.010140229902443336
26,0.010049787969075375,1,0.010049787969075375
The,0.009374927514909702,1,0.009374927514909702
Arghanadab,0.009272769241861498,1,0.009272769241861498
wounding,0.008997993674855176,1,0.008997993674855176
seized,0.008951441024967461,1,0.008951441024967461
outskirts,0.008876042229820616,1,0.008876042229820616
more,0.007790899768313037,1,0.007790899768313037
without,0.007717516999088681,1,0.007717516999088681
came,0.007687205592837531,1,0.007687205592837531
Khawja,0.007576882401005713,1,0.007576882401005713
weapons,0.007483796036327083,1,0.007483796036327083
blocked,0.0073109714092403875,1,0.0073109714092403875
firefight,0.00714718400919144,1,0.00714718400919144
heavy,0.00711879769280912,1,0.00711879769280912
some,0.007084799200466826,1,0.007084799200466826
0,0.001373094427308625,5,0.006865472136543125
have,0.006831727747145029,1,0.006831727747145029
Parchaw,0.0067813402339845135,1,0.0067813402339845135
multiple,0.006661597591083348,1,0.006661597591083348
JAn,0.006601390335747328,1,0.006601390335747328
motorbike,0.006492624212055913,1,0.006492624212055913
equipment,0.006315090290639532,1,0.006315090290639532
limits,0.006163247726324069,1,0.006163247726324069
20,0.00601197656558764,1,0.00601197656558764
33,0.005983169319944836,1,0.005983169319944836
fire,0.005751580550319068,1,0.005751580550319068
gun,0.005674743855699417,1,0.005674743855699417
RPG,0.005470058451712414,1,0.005470058451712414
Malak,0.005195653338934386,1,0.005195653338934386
second,0.004976863657431767,1,0.004976863657431767
headquarters,0.004719812432457844,1,0.004719812432457844
destroying,0.0044989738884681245,1,0.0044989738884681245
key,0.004259104653923705,1,0.004259104653923705
Farm,0.003838892656222721,1,0.003838892656222721
check,0.003311131365663979,1,0.003311131365663979
Policeman,0.0032379169121659977,1,0.0032379169121659977
Girishk,0.003181303992656529,1,0.003181303992656529
Total,0.0025895105538073686,1,0.0025895105538073686
after,0.00228378200322152,1,0.00228378200322152
Mazang,0.0019317703964716129,1,0.0019317703964716129
are,0.0014950728186212952,1,0.0014950728186212952
22,0.0014224866065155612,1,0.0014224866065155612
Washir,0.0012448318573181104,1,0.0012448318573181104
them,0.0011446634381060857,1,0.0011446634381060857
Protection,0.0011101159072814098,1,0.0011101159072814098
Jowjzan,0.0010234825356059394,1,0.0010234825356059394
Atesh,0.0006362322575359421,1,0.0006362322575359421
Casualties,0.0004717767416896819,1,0.0004717767416896819
details,0.00041226455279617285,1,0.00041226455279617285
