word,mean_importance,frequency,total_importance,std_importance
people,0.021455964513566114,2,0.04291192902713223,0.014924463570849282
members,0.04250959597955343,1,0.04250959597955343,0.0
8,0.04235067660350178,1,0.04235067660350178,0.0
sources,0.039925963481222994,1,0.039925963481222994,0.0
11,0.013196445346673408,3,0.039589336040020226,0.013742220327887229
security,0.038848308562534344,1,0.038848308562534344,0.0
Imam,0.03883731411595508,1,0.03883731411595508,0.0
Mina,0.03857326797313926,1,0.03857326797313926,0.0
each,0.038490880793358585,1,0.038490880793358585,0.0
4,0.012722591832467623,3,0.03816777549740287,0.007999730302709068
GP3,0.012522441353914381,3,0.037567324061743144,0.004982570332362271
Deh,0.03732773578090568,1,0.03732773578090568,0.0
18,0.018635106191276656,2,0.03727021238255331,0.014391430166347124
for,0.017837536904887513,2,0.035675073809775026,0.0069579525276769905
detonating,0.03482735157071533,1,0.03482735157071533,0.0
explosions,0.034793572169869016,1,0.034793572169869016,0.0
they,0.03417305039861389,1,0.03417305039861389,0.0
funeral,0.03372281994282355,1,0.03372281994282355,0.0
local,0.033643299260817584,1,0.033643299260817584,0.0
Farm,0.03359305673181468,1,0.03359305673181468,0.0
Sahib,0.03261078752442292,1,0.03261078752442292,0.0
affiliation,0.03175604608422675,1,0.03175604608422675,0.0
Sher,0.031216923115175467,1,0.031216923115175467,0.0
The,0.015193796489736339,2,0.030387592979472678,0.0010665160477014105
battle,0.030000271298779177,1,0.030000271298779177,0.0
25,0.029898286628759492,1,0.029898286628759492,0.0
ministry,0.02986158196525923,1,0.02986158196525923,0.0
January,0.02829194495381735,1,0.02829194495381735,0.0
21,0.027793552889645374,1,0.027793552889645374,0.0
when,0.006752518600920392,4,0.02701007440368157,0.003855746193371749
political,0.026852753956023524,1,0.026852753956023524,0.0
celebration,0.026567566360394014,1,0.026567566360394014,0.0
districts,0.025643300090108713,1,0.025643300090108713,0.0
down,0.025330918474753494,1,0.025330918474753494,0.0
Some,0.024952035744095408,1,0.024952035744095408,0.0
responsibility,0.024692005179175407,1,0.024692005179175407,0.0
set,0.023158064562462014,1,0.023158064562462014,0.0
finance,0.022924768564326226,1,0.022924768564326226,0.0
17,0.02290018063458998,1,0.02290018063458998,0.0
fierce,0.022894714200995085,1,0.022894714200995085,0.0
34,0.022459559053535805,1,0.022459559053535805,0.0
All,0.022098017808451886,1,0.022098017808451886,0.0
0,0.010719764604528144,2,0.02143952920905629,0.010156356279595257
or,0.010393493128350039,2,0.020786986256700078,0.00388966227611462
all,0.020425904012719435,1,0.020425904012719435,0.0
military,0.020136531179091706,1,0.020136531179091706,0.0
2020,0.009911798728979375,2,0.01982359745795875,0.0077611943524320635
clashes,0.019801632353061333,1,0.019801632353061333,0.0
kidnapped,0.018761499194558984,1,0.018761499194558984,0.0
Qali,0.018694436974021733,1,0.018694436974021733,0.0
rounded,0.018653265454063483,1,0.018653265454063483,0.0
survived,0.01838642017309032,1,0.01838642017309032,0.0
which,0.01807659322566977,1,0.01807659322566977,0.0
February,0.018048257623793244,1,0.018048257623793244,0.0
after,0.009010898303486971,2,0.018021796606973943,0.0036755536034902146
August,0.016933271097429873,1,0.016933271097429873,0.0
midnight,0.01681621596672503,1,0.01681621596672503,0.0
At,0.016418622051163848,1,0.016418622051163848,0.0
2018,0.0162371710307987,1,0.0162371710307987,0.0
ambush,0.01614275744262737,1,0.01614275744262737,0.0
Alika,0.01579127856613669,1,0.01579127856613669,0.0
vehicles,0.015538475887430458,1,0.015538475887430458,0.0
33,0.015361853666240616,1,0.015361853666240616,0.0
began,0.015191804908508534,1,0.015191804908508534,0.0
3,0.007440909529051099,2,0.014881819058102198,0.0020045270512011677
government,0.014808831483488986,1,0.014808831483488986,0.0
six,0.014780902550380167,1,0.014780902550380167,0.0
destroyed,0.014717589944352858,1,0.014717589944352858,0.0
65,0.014533674360139158,1,0.014533674360139158,0.0
Bustan,0.013821677830879169,1,0.013821677830879169,0.0
Militants,0.013791013155791,1,0.013791013155791,0.0
injuring,0.012471569151633437,1,0.012471569151633437,0.0
recently,0.011402015344268584,1,0.011402015344268584,0.0
Nahri,0.00557868886568188,2,0.01115737773136376,0.002032896976731859
24,0.011055707004176012,1,0.011055707004176012,0.0
landmines,0.01064237498381804,1,0.01064237498381804,0.0
December,0.005295938591347291,2,0.010591877182694581,0.004864984340158774
pickup,0.00914780207307503,1,0.00914780207307503,0.0
June,0.009017645024297813,1,0.009017645024297813,0.0
12,0.004431220281609185,2,0.00886244056321837,0.002909881287103958
ANA,0.008768908954459136,1,0.008768908954459136,0.0
be,0.00857869043897213,1,0.00857869043897213,0.0
soldiers,0.0083577070611009,1,0.0083577070611009,0.0
ammunition,0.008236582515498189,1,0.008236582515498189,0.0
result,0.008140858442570913,1,0.008140858442570913,0.0
entered,0.007938365212951234,1,0.007938365212951234,0.0
IED,0.007599990663127567,1,0.007599990663127567,0.0
Hazara,0.007330247734623366,1,0.007330247734623366,0.0
Kaja,0.007249222225232229,1,0.007249222225232229,0.0
1,0.007211296055439997,1,0.007211296055439997,0.0
32,0.00720285328060715,1,0.00720285328060715,0.0
remote,0.007159543886216972,1,0.007159543886216972,0.0
shared,0.007098898003696136,1,0.007098898003696136,0.0
133,0.006929520274936182,1,0.006929520274936182,0.0
than,0.006534540559879683,1,0.006534540559879683,0.0
September,0.006506445257332514,1,0.006506445257332514,0.0
Albarz,0.0065055136591515746,1,0.0065055136591515746,0.0
beast,0.006465722499566071,1,0.006465722499566071,0.0
Although,0.006033903557632221,1,0.006033903557632221,0.0
Ragh,0.005915954552818087,1,0.005915954552818087,0.0
while,0.0057499193844325605,1,0.0057499193844325605,0.0
Persian,0.005406767083622177,1,0.005406767083622177,0.0
morning,0.005203254624273908,1,0.005203254624273908,0.0
personnel,0.0050790203735051635,1,0.0050790203735051635,0.0
Rang,0.0050272741233249344,1,0.0050272741233249344,0.0
who,0.005017789957022985,1,0.005017789957022985,0.0
claiming,0.004509911156890229,1,0.004509911156890229,0.0
District,0.003997396045958374,1,0.003997396045958374,0.0
hit,0.003706490977046719,1,0.003706490977046719,0.0
5,0.0017820196351084941,2,0.0035640392702169883,0.00037876610756438177
equipment,0.003539585937322433,1,0.003539585937322433,0.0
assumed,0.003425051560284673,1,0.003425051560284673,0.0
limits,0.0033518052092747995,1,0.0033518052092747995,0.0
Sirkanay,0.0032049450800047084,1,0.0032049450800047084,0.0
also,0.0031174202112478856,1,0.0031174202112478856,0.0
came,0.002883438058490815,1,0.002883438058490815,0.0
Public,0.0026898622838207147,1,0.0026898622838207147,0.0
Bazaar,0.0026454688997286212,1,0.0026454688997286212,0.0
areas,0.0024379375921147308,1,0.0024379375921147308,0.0
number,0.0021515666519632986,1,0.0021515666519632986,0.0
Another,0.002077097612643819,1,0.002077097612643819,0.0
oil,0.0019181720985317933,1,0.0019181720985317933,0.0
heavy,0.0017291779426069178,1,0.0017291779426069178,0.0
seized,0.0016740461538944603,1,0.0016740461538944603,0.0
November,0.0016480120119982602,1,0.0016480120119982602,0.0
leaving,0.0016446843773478608,1,0.0016446843773478608,0.0
tanker,0.0014339730078733628,1,0.0014339730078733628,0.0
behind,0.0013568685992677856,1,0.0013568685992677856,0.0
Koh,0.0011800362487250015,1,0.0011800362487250015,0.0
unknown,0.001042763452695539,1,0.001042763452695539,0.0
Atesh,0.001041591241599907,1,0.001041591241599907,0.0
22,0.0008784442182612872,1,0.0008784442182612872,0.0
Du,0.0005832318594330742,1,0.0005832318594330742,0.0
