feature,corr_with_test_f1,corr_with_cv_score,mean_importance
notes_emb_286,0.3673845850005023,0.21335251059104007,0.0016504172399872958
notes_emb_265,0.367027348713928,-0.37312095689682984,0.0013898318226570514
notes_emb_164,0.3665328812884084,-0.1751370676510022,0.001416531421679854
notes_emb_106,0.36330006447676844,0.04772041113995469,0.002048798144570208
notes_emb_45,0.36319410617459963,-0.3994727844137438,0.0014203767925768855
notes_emb_291,0.35473276444954605,0.08401752087044341,0.001608463103726304
notes_emb_338,0.35350601613321336,0.22717879975470015,0.0018158690306621333
notes_emb_186,0.3515507576645412,0.045992923189544774,0.0017412897808438952
notes_emb_105,0.35081691277883703,0.07181358434739245,0.0014219877144336858
notes_emb_34,0.3502367595310025,0.0592108146689039,0.0015275732168365129
notes_emb_367,0.3486199923639564,-0.1196785514142857,0.0014954219998027942
notes_emb_336,0.3473398590417833,0.13025313602422617,0.001663105787480083
notes_emb_373,0.34722993341372954,0.21721496202040766,0.0016413813879183896
notes_emb_29,0.34604223187076877,-0.45447344943986306,0.0022813825849457227
notes_emb_179,0.3453826226534933,-0.07036014880233683,0.00276674420916481
notes_emb_358,0.3438395495613077,0.3008148424498355,0.0017381011792948198
notes_emb_362,0.3416966568882772,-0.12534364639626652,0.0031932714957955155
notes_emb_330,0.3396716858511489,0.16193682263352163,0.003822537305395897
notes_emb_93,0.33819701521993645,0.2732284506968967,0.002084157314146319
notes_emb_87,0.3374857053396733,-0.13480811565198128,0.0019335589240419943
notes_emb_375,0.3354132347723234,0.3137461383404905,0.0018047796246699725
notes_emb_281,0.33279643905122624,0.26654811990413274,0.0018889278329914643
notes_emb_171,0.33253196224633064,0.14143751130284343,0.0013224842471369325
notes_emb_254,0.33063318116998186,0.30290190294416003,0.0018411899170182467
notes_emb_54,0.32989575142949384,-0.4727324766214711,0.00195818206703965
sub_event_type_Remote explosive/landmine/IED,0.3297115214524568,0.5440725487107867,0.006172694093397489
notes_emb_68,0.3295058634364041,0.3768229335075169,0.0021018901923241114
notes_emb_231,0.32844412364676345,0.2101262951373554,0.0015321955425981458
notes_emb_225,0.3248916082003503,0.4913820999395096,0.006467592192751071
notes_emb_61,0.32460606826446453,-0.0121420252183673,0.0015936615391915036
notes_emb_270,0.32294120600975557,-0.43168953480110006,0.0011001449270273578
notes_emb_380,0.31758230612787486,0.1456547607086124,0.001868624898506591
notes_emb_357,0.3144809028376272,-0.174678661002729,0.0015002982475111907
notes_emb_131,0.31366580427680985,0.21383316144585288,0.0025009595452910563
notes_emb_292,0.31237830741080197,0.13519279294097594,0.0013886757639166298
notes_emb_40,0.31236059245671693,-0.06362254254719373,0.0023442891664467898
notes_emb_280,0.3117853841521701,0.12260983004888666,0.0018515756368721675
notes_emb_342,0.3059674476487835,-0.3679856413837801,0.0009943394925242721
notes_emb_219,0.3052521980447893,0.3046396634381349,0.0017933123483756862
notes_emb_192,0.30521231672151133,0.3249508716133889,0.0018886747632381813
notes_emb_9,0.3045445707645848,-0.5370183916433916,0.001703877300077313
notes_emb_145,0.3005193472529008,0.1431121934099433,0.0015920280643380315
notes_emb_230,0.29924913769374495,0.013884130797160311,0.001412039878442122
notes_emb_310,0.2949950987766836,0.3508405826144207,0.0016209134088746777
notes_emb_283,0.292452786244985,-0.21928230332421714,0.0012103627889834927
notes_emb_80,0.2910912790919119,0.22032000405066687,0.001961436875185234
notes_emb_371,0.2888798006834641,0.28756556633860414,0.0019899950821103602
notes_emb_170,0.28626314455518476,-0.5051225725695452,0.0019057422059891478
notes_emb_218,0.2860003235725526,-0.06182825741062722,0.0013262994525932938
notes_emb_195,0.2851873544241066,-0.12004373924125612,0.0019648157932618576
notes_emb_189,0.2829135105898729,0.1828109411757454,0.0022696670076653223
notes_emb_149,0.2818467641550598,-0.018779012816553857,0.0018646157999318014
notes_emb_33,0.2792086554668177,0.11949098949418935,0.0016637427269297722
notes_emb_228,0.2785481414232343,-0.431255013093027,0.0015548711957474085
notes_emb_122,0.278047974510514,-0.04366780114661709,0.002444933422068211
notes_emb_168,0.2777191912759535,-0.5796211024209238,0.0020883341049526753
notes_emb_379,0.27412695411153476,-0.02609046625477149,0.001498387125136297
notes_emb_278,0.27269826315753093,-0.027269072965316846,0.001414684000695533
notes_emb_166,0.2720513210394242,-0.1841337498811688,0.0012375897563641923
notes_emb_24,0.2696708272105797,0.10525507712772214,0.002327018023976133
notes_emb_85,0.269451886743624,-0.6685702716675235,0.0008606934229928831
notes_emb_178,0.266726310188065,-0.2375580415053853,0.0015742892308267978
notes_emb_227,0.2666610260810023,-0.41552700641356366,0.0014830876318293296
notes_emb_76,0.25909219349564827,-0.07385870382181015,0.0017287388959137929
notes_emb_307,0.2586521193995362,-0.46175671153530445,0.002525268849849822
notes_emb_363,0.25784952577112064,-0.02601304069035564,0.0015665743284315158
notes_emb_346,0.2555245881090371,-0.6366555057905369,0.0018538766748981022
notes_emb_304,0.25420931687236575,-0.034866465511744736,0.0015585341038239144
notes_emb_354,0.25306057632764756,0.27170796301146793,0.0021400243304561884
notes_emb_154,0.2530058534324039,0.36653454552673476,0.0021401223137890394
notes_emb_194,0.2527247504835288,0.03187265510858405,0.001083645625368704
notes_emb_102,0.2518054544613707,0.3150109744213973,0.0034050939129532205
notes_emb_245,0.24907449729306377,-0.028642085411608346,0.0014110836104504244
notes_emb_49,0.2468051319450085,0.06337298862524077,0.002221646569623445
notes_emb_140,0.245700290330875,0.3322720375886183,0.0019726520382690837
notes_emb_55,0.24544257308184328,-0.18119180819799272,0.0012435141865574724
notes_emb_36,0.24381291811213687,0.16930867203071834,0.0019323236271597385
notes_emb_62,0.24223054582650316,-0.43265445050753937,0.0017380596570387983
notes_emb_153,0.23762230873413057,0.2626376151731902,0.0017490809790691967
notes_emb_237,0.23608897593438694,0.32548464822623774,0.0020873060423525942
notes_emb_209,0.23398503714545663,0.009036458597756368,0.0014116900726884735
notes_emb_348,0.2274882599938075,0.1983734519265146,0.0012538813809511802
notes_emb_287,0.2272686278593549,0.467876300822602,0.0024090514713234422
notes_emb_148,0.225361409808129,0.09133349045907517,0.0012596874786178411
sub_event_type_Grenade,0.2223434438544495,-0.010148602202922866,2.5457473277348005e-06
notes_emb_355,0.2207001235048394,0.2530397339408768,0.0018272665281719943
notes_emb_359,0.21932271576752185,-0.3455539847493951,0.0014686028034670091
notes_emb_226,0.21782902935858234,-0.4686440155102548,0.0013861071815084501
notes_emb_199,0.217207944836999,-0.2990707177748667,0.002149630065720863
notes_emb_147,0.21614875636269887,0.10742537776887191,0.0017268169234722305
notes_emb_233,0.2139515656123594,-0.31606570864176264,0.0016207800274990736
notes_emb_110,0.21029803062830119,-0.17367930726727435,0.001470563887552385
notes_emb_157,0.20727116573520074,0.45065368946894807,0.003308162767122417
notes_emb_77,0.20357602834961863,0.029401545620433303,0.0013392704433849239
notes_emb_126,0.19860112203379757,0.11796975179173894,0.00198397201176721
notes_emb_75,0.19821499221424715,-0.13762517139995256,0.0016266957744848734
notes_emb_299,0.19546842338939724,0.1566202108447013,0.0013322637449719073
notes_emb_229,0.1891854532666119,0.44970753452950035,0.003589674053612633
notes_emb_244,0.18856449533173378,0.2624670958596973,0.0016904376305650955
notes_emb_152,0.18542778593565326,-0.03778503226449092,0.0015853085354037685
notes_emb_56,0.18385246984761813,-0.36939433366219593,0.0023051702317779324
notes_emb_364,0.18373460828188645,0.15790220071258315,0.0065663720683902665
notes_emb_60,0.1828394267036761,0.00675064379345252,0.0014023966492630255
sub_event_type_Non-state actor overtakes territory,0.1825261537896174,0.4376168435030169,0.0015613032400927753
notes_emb_116,0.1822096892876318,0.18403881338429431,0.0021738811332947493
notes_emb_220,0.17917584257810631,-0.07437192493469354,0.0015244409342756806
notes_emb_94,0.17664317586092332,-0.21057964040167768,0.0009871389543564518
notes_emb_370,0.17581983413331967,-0.1991549048303635,0.001280497597641299
notes_emb_175,0.17571738458959524,-0.5473952048914223,0.0019771849343566982
notes_emb_14,0.17502317777582932,0.35025187135193214,0.001738931032022955
notes_emb_239,0.17321647382698116,-0.30890197953541515,0.001236284172253878
notes_emb_17,0.17011081372767023,-0.14679618506211853,0.0021785511758470335
notes_emb_57,0.16999756040609346,0.11822285941096276,0.0020078292399702304
notes_emb_259,0.16945455475439178,-0.7424623413397801,0.0011855922904764238
notes_emb_262,0.16815075384108474,-0.05842121945997761,0.001242178950808193
notes_emb_165,0.16726118887930172,0.4290094168311955,0.0027663108396805474
notes_emb_315,0.16696286474166336,-0.44436342464923356,0.002432019357660863
notes_emb_176,0.16565266517474211,-0.06637179579321414,0.001302671519939155
notes_emb_25,0.16538141955758262,-0.05607542432517015,0.0015960280196651141
notes_emb_89,0.1559734156070336,-0.5348047094438332,0.0021031743916974173
notes_emb_16,0.1513872664071426,-0.5180073546443494,0.002002433703724577
notes_emb_144,0.14808819625142397,-0.4629597805594501,0.002859384789092955
notes_emb_293,0.1455332089380578,-0.12437128202500529,0.0016829609257924714
notes_emb_335,0.1427444128900783,0.1595307036916641,0.001553892809207261
notes_emb_320,0.14146191510013797,-0.08821904254669043,0.0017236792851150656
notes_emb_72,0.14128110293129112,-0.051856749286904764,0.0056782210775533516
notes_emb_84,0.13943219722554479,0.23912313104200986,0.00264203686119262
notes_emb_240,0.1349943042641901,-0.10664744336932067,0.0015003469635803772
notes_emb_236,0.1295145823045815,0.2682363806811827,0.002173955275910404
notes_emb_206,0.1281491083535509,0.017160159196208846,0.0017132272800522766
notes_emb_98,0.12728630555047904,0.2855057857632333,0.0020737826585430818
sub_event_type_Suicide bomb,0.12523999806449534,0.2466694006706863,0.0011606074246792374
sub_event_type_Abduction/forced disappearance,0.12328689037355507,0.24803453315800664,0.000390168269844249
notes_emb_35,0.11852584336715317,-0.10696590051081399,0.002098426636035289
sub_event_type_Shelling/artillery/missile attack,0.11501777415596637,0.5002713576661858,0.0040268506997585074
violence_against_women,0.11163231492047365,0.048793991760643314,2.4067354128568504e-06
notes_emb_345,0.10643956316252295,-0.37957643276615116,0.004748245392244458
notes_emb_137,0.10347561605406465,0.19330806409065063,0.0016137839035894532
notes_emb_119,0.10131967811806672,-0.45449493085325937,0.006230662160721852
notes_emb_295,0.09675456973900647,-0.34294133010624456,0.0011418469426583287
notes_emb_133,0.09478273954427478,-0.2969401244363049,0.001471441844868665
notes_emb_224,0.0928169659521399,0.17565775328285743,0.002491065404857226
notes_emb_250,0.09014856161313771,-0.029760371197467456,0.0015306849033985069
notes_emb_319,0.08940870034113753,0.2884075488930544,0.002629354357714297
notes_emb_15,0.08778650980042263,0.15007131385941444,0.0016875245191999286
notes_emb_376,0.0783118504232541,0.06424265688047785,0.002303140190456534
notes_emb_111,0.07680562166854567,0.012243250015673115,0.0016136950640826043
notes_emb_69,0.07444540297802568,-0.04982759700874727,0.0035674547280584662
notes_emb_356,0.07418243756761922,0.13665198476984214,0.0017084210613246033
notes_emb_214,0.06647536622056811,-0.7439163361359902,0.00263257917026715
notes_emb_115,0.06303628268709094,-0.5274456034244905,0.0016433028405920213
notes_emb_263,0.06180405901187155,0.1797979403124666,0.00319915203325224
notes_emb_351,0.05713644043535026,-0.11260271324426714,0.0012716741666382466
notes_emb_249,0.0534375631492173,0.2539727627781114,0.0019818612672964065
notes_emb_383,0.05257315529630192,-0.13621647053639563,0.0013224807250467572
notes_emb_20,0.052264568310526824,0.033219813313564876,0.0017454229711921202
civilian_targeting,0.05154816269614123,0.5121181191341214,0.021605546907470678
notes_emb_2,0.04998923680734805,0.29311462434499563,0.002470515124903179
notes_emb_313,0.04672437037016002,0.06026832182696178,0.001974714787831109
notes_emb_216,0.04496939489369654,0.0002747705670564232,0.0016360934193183337
notes_emb_253,0.03694406968911804,-0.09114686436951919,0.01301085974579697
sub_event_type_Air/drone strike,0.03616068432605108,0.04307031022334165,5.15925242715648e-07
notes_emb_161,0.023799523736725378,-0.11624288475082686,0.0031295344363486523
notes_emb_156,0.023424132171003354,-0.6424855206914007,0.0027007010226855893
notes_emb_197,0.01935607973983565,-0.14923945411816683,0.0017759039280588738
notes_emb_223,0.018848399501879682,0.15379815737566324,0.0024937434224978094
notes_emb_180,0.01756026450374347,-0.27220825216431777,0.0016728388732868468
notes_emb_21,0.017537144152585078,-0.46657512994708383,0.0019611563836285746
notes_emb_378,0.013444902622011645,0.19812952019273913,0.0019929800633740973
notes_emb_272,0.0028510060518842388,0.13444202026549124,0.005609146729744298
notes_emb_101,-0.009185702345439835,0.584135727158287,0.01467536170627215
notes_emb_181,-0.012878632198785404,-0.3815261359636988,0.0016950877157100362
notes_emb_27,-0.017132284063533537,0.11960515190678486,0.002408441022033532
notes_emb_352,-0.017348110253755364,-0.2428808856540932,0.0022896612848402075
notes_emb_339,-0.02113731751225354,-0.2817043225316262,0.0029149769667337518
notes_emb_107,-0.021339488277735016,0.07917888689960256,0.004774107202105441
notes_emb_141,-0.024098827532158026,-0.008266547729125705,0.0012293022922663694
notes_emb_377,-0.02513278683896881,0.3360357927526542,0.002673440832778978
notes_emb_30,-0.03366347948918814,0.03356493446680104,0.0012875366100052654
notes_emb_325,-0.036060633375676235,0.3843452320237528,0.003185766514148158
notes_emb_326,-0.039082166686407044,-0.5797628513839836,0.0016069167427889945
notes_emb_222,-0.04636721341439198,-0.3769002648981692,0.0025183728465863107
notes_emb_360,-0.048392083173610705,-0.6411329695057504,0.0017882647537845163
notes_emb_129,-0.054115483036154065,-0.30324582511930614,0.0012944336049653632
notes_emb_23,-0.05911806601108738,-0.35718665944477596,0.0025730985438872436
notes_emb_127,-0.0690393916425192,0.33419780358807527,0.004790719519630907
notes_emb_3,-0.0708214534285888,0.4856074702061854,0.0029530454101344868
notes_emb_99,-0.07488521707553165,-0.5521786202768166,0.001380983023714832
notes_emb_202,-0.0785021102372247,-0.36458886741344537,0.0017293716936817101
notes_emb_155,-0.08379521535834562,0.45846649239021353,0.003201713810000019
notes_emb_160,-0.0859590029033303,-0.17196343232887962,0.0016681735492414733
notes_emb_269,-0.0886348951618143,-0.2813863652950307,0.009394634226114704
notes_emb_279,-0.09070777914986092,-0.42313669209809956,0.005086148982203186
notes_emb_258,-0.09594677691860636,-0.26686019493928625,0.0016702020953578212
notes_emb_306,-0.10394517656307797,-0.10226067633790695,0.0024406484091584863
notes_emb_298,-0.10506321540091548,-0.3631052741749132,0.003313306878881908
notes_emb_136,-0.1074020741550028,0.07150928697388255,0.001604736738880092
notes_emb_50,-0.13835039851117137,-0.616115828627752,0.0017542561694909487
notes_emb_46,-0.1420899590112833,0.022568242683394586,0.0021927145063818285
sub_event_type_Attack,-0.15548591167195858,0.44030975057632576,0.003391826625947349
notes_emb_92,-0.15683290506580416,0.029351472327205995,0.0016995218288877536
notes_emb_294,-0.16810716284538713,-0.16345520474290132,0.0018955819271789136
notes_emb_65,-0.1718017686582886,-0.332267503401926,0.009028974173568618
notes_emb_44,-0.17410516881475777,0.21241833743984995,0.005235179959818663
notes_emb_374,-0.1759170225893837,-0.024327057006963273,0.001681353648126025
notes_emb_242,-0.17607622703522433,0.006769015968686741,0.0015002120032670625
notes_emb_114,-0.17607708372596112,-0.36773454305808134,0.009970073268940614
notes_emb_104,-0.17762336466526565,-0.5559569960506701,0.0024705770336928986
notes_emb_196,-0.17950789209889845,-0.012475721046254945,0.0029693499294422276
notes_emb_248,-0.18129676829341312,-0.45296786866372807,0.001967961062296216
notes_emb_327,-0.18397218201797022,0.14429136411120586,0.0019013449336291262
notes_emb_130,-0.18714180620936852,0.0843315829422692,0.002136640185193469
notes_emb_188,-0.19204204826937896,0.22266870266139824,0.0039638429882365945
notes_emb_42,-0.192454018302527,0.15333623252974996,0.0015734227236660996
notes_emb_190,-0.1968055838143347,-0.5039219435055193,0.0023487172076796133
notes_emb_193,-0.19827477306620114,-0.6879212395333103,0.0017003306842312143
notes_emb_67,-0.1999996267483852,0.19036318195802668,0.0029213900788202895
notes_emb_232,-0.20311501616083108,-0.5656834222494759,0.0023284420738407495
notes_emb_305,-0.2031443377288958,-0.4912191352290859,0.002665915394962793
notes_emb_12,-0.2075842357628968,-0.13619745592408772,0.0023092189864310805
notes_emb_302,-0.21675230461805337,0.0831117713200418,0.0021570601021316427
notes_emb_64,-0.23161022935466102,0.1213233494608608,0.0021491005242380463
notes_emb_32,-0.2327198392657441,0.008889027632002737,0.001719928893861333
notes_emb_91,-0.23797184342483932,-0.49391156525422863,0.0058921951822291955
notes_emb_187,-0.24340392633552535,-0.43466607209545866,0.0016093839728296903
notes_emb_74,-0.24523993932638413,-0.4734164546166221,0.0031401817514021524
notes_emb_257,-0.24763071210612037,-0.5239373791131996,0.0009734323853126606
notes_emb_256,-0.2499388696149204,-0.6805321966394797,0.004627684897303387
notes_emb_316,-0.2515647230856556,-0.6802600380410154,0.0018176679476617792
notes_emb_350,-0.2524220384221136,-0.4657342423612851,0.004646310617305686
notes_emb_10,-0.25354908808533877,-0.662027464891548,0.0015505505002488952
notes_emb_37,-0.2613761570641909,0.09332763724651821,0.0014707284036959793
notes_emb_235,-0.2645262552608849,0.007131880379949716,0.0017260902385759704
notes_emb_66,-0.26869828016043484,0.1831036323222045,0.0036628245294048406
notes_emb_124,-0.2695686996558401,-0.5991619511126572,0.0027026391535893103
notes_emb_211,-0.2706342193094618,-0.6875766485950866,0.0024560198212712618
notes_emb_308,-0.27246261570053615,-0.4548350378708769,0.004101723422607445
notes_emb_312,-0.2753297686126857,0.235172858531352,0.0030171710782109515
notes_emb_331,-0.27653405835081823,-0.3753715912252761,0.0026904860003067886
notes_emb_381,-0.2795051359931009,-0.07082094973814902,0.002112941225545158
notes_emb_22,-0.28313134529836614,-0.4855597555774751,0.0016177455972017551
notes_emb_100,-0.2843690746655512,-0.23497709417307006,0.001700037881857353
notes_emb_344,-0.2870036474985198,0.08048423619209916,0.0020220531707752566
notes_emb_26,-0.29240680293253996,-0.22079326232889945,0.001890495909358352
notes_emb_182,-0.29579934429614135,-0.37558046711861187,0.005999976551057232
notes_emb_301,-0.29593293010911814,-0.3822115883985705,0.001431265141888658
notes_emb_0,-0.3015439119157076,-0.5279130759007402,0.003052790318886792
notes_emb_173,-0.3023018633681734,-0.24278890444861043,0.0012574461853043315
notes_emb_96,-0.30409528413238257,-0.5815581036890307,0.0017034608934449063
notes_emb_324,-0.30581956575313024,-0.22638757207030719,0.001183583295025674
fatalities,-0.30875882801885085,0.05913811967419326,0.06457546579986681
notes_emb_82,-0.3096311110089128,0.012308039275230827,0.002502263551010985
notes_emb_88,-0.3158786004558742,-0.4243359227003026,0.0026882952205151624
notes_emb_38,-0.319691229376092,-0.31768140555052904,0.002368541147796902
notes_emb_18,-0.3227097946826936,-0.5426929623511388,0.0019074536623653012
notes_emb_112,-0.3351268265942086,-0.2968332918046036,0.0025655325479613652
notes_emb_276,-0.337565483832414,-0.30807166175589146,0.0012816283785219943
notes_emb_123,-0.33779990917094277,-0.41304060008354826,0.003025020258429102
notes_emb_4,-0.33885565061550643,-0.29363576761270016,0.0026902440545586684
notes_emb_8,-0.34357398433627856,0.022878463966214818,0.0031050786795575004
sub_event_type_Armed clash,-0.3525391596647268,0.18867357429666456,0.014116848905471062
notes_emb_246,-0.35294972514147976,-0.08332699871657306,0.0018888685089037385
notes_emb_150,-0.3540614552316522,-0.6739342099205999,0.0021519016424284216
notes_emb_167,-0.35545108270609527,-0.6141778573774781,0.0031265356616471804
notes_emb_337,-0.35695428178110417,-0.27876860947993337,0.0014059967444900363
notes_emb_251,-0.372658231895872,0.15495237077449883,0.004111063359580956
notes_emb_300,-0.37562836597608473,-0.3126879857606669,0.0011565866757923483
notes_emb_365,-0.3827636861022852,0.28648857083727264,0.007527402328632977
notes_emb_247,-0.3950175804961121,0.03306695977661189,0.003954431705329047
notes_emb_198,-0.3981534529267004,-0.16894621154099462,0.0021096930860672737
notes_emb_333,-0.41737805637144676,-0.017118687571566323,0.002121565545803664
notes_emb_78,-0.4240433589107623,-0.5410188602906018,0.0013761704100575135
notes_emb_288,-0.440437459263039,-0.6165026732073591,0.001857230582167273
notes_emb_97,-0.44737926324114835,0.06465155082767322,0.0017333254636598277
notes_emb_117,-0.4631025667898034,-0.03146680492336403,0.002229023487734861
notes_emb_255,-0.4797500796977803,-0.44668650017814415,0.009803567086895849
notes_emb_334,-0.5000611560852077,-0.09838968909561036,0.0013083941782253284
notes_emb_369,-0.51320602555159,-0.3536747321309448,0.002241641006016301
notes_emb_53,-0.5451147089760284,0.07215797708421277,0.003958820372235016
notes_emb_314,-0.5473075388399917,-0.3073554298444881,0.0017146120268743685
notes_emb_162,-0.5477721297539805,-0.011115146236566887,0.0038364872588545823
notes_emb_311,-0.555072203488051,-0.41758987735776276,0.004633256888491707
notes_emb_63,-0.563720223666293,-0.03609662663407542,0.0018553126143541487
notes_emb_208,-0.566688812997547,-0.4739277773461475,0.0019440658273218645
notes_emb_349,-0.5734781938161039,0.02887028757963087,0.005633044756974828
