word,mean_importance,frequency,total_importance,std_importance
districts,0.03589623034851923,2,0.07179246069703846,0.005304575391734354
families,0.06991569561467331,1,0.06991569561467331,0.0
27,0.023177891953294404,3,0.06953367585988321,0.012864645863493469
when,0.023025314994623933,3,0.0690759449838718,0.015200192640599812
killing,0.013805340867907842,5,0.06902670433953921,0.01102126617999624
15,0.017094912883647312,4,0.06837965153458925,0.009044086856092301
injuring,0.01708506239004637,4,0.06834024956018547,0.010079781583311598
field,0.06780549862393458,1,0.06780549862393458,0.0
Massoud,0.0676754528262059,1,0.0676754528262059,0.0
Tahwaidabad,0.0668607175197319,1,0.0668607175197319,0.0
shadow,0.06594278086426178,1,0.06594278086426178,0.0
A,0.06586479996947835,1,0.06586479996947835,0.0
Kala,0.0657310019037236,1,0.0657310019037236,0.0
with,0.012948479878221657,5,0.06474239939110829,0.006177651910790481
an,0.016076935439633,4,0.064307741758532,0.012885302507298135
officers,0.021435366027988165,3,0.0643060980839645,0.017830618492458813
Jeghatoo,0.06429291924321082,1,0.06429291924321082,0.0
October,0.021026193661088845,3,0.06307858098326653,0.00755751469597292
2021,0.010506937447277662,6,0.06304162468366598,0.012566152011784865
teachers,0.06252662513098316,1,0.06252662513098316,0.0
army,0.061850194614422004,1,0.061850194614422004,0.0
ambushed,0.03062424670568694,2,0.06124849341137388,0.012965156577712723
Rod,0.020293538741759282,3,0.060880616225277844,0.008257215891663786
Kandi,0.0606662600299431,1,0.0606662600299431,0.0
engaging,0.060622754649173154,1,0.060622754649173154,0.0
I,0.06022327691119264,1,0.06022327691119264,0.0
mukhtars,0.05931895325676316,1,0.05931895325676316,0.0
29,0.02952612869999923,2,0.05905225739999846,0.005221366223465737
city,0.014507165787500068,4,0.05802866315000027,0.013451510449487588
region,0.0578017460396131,1,0.0578017460396131,0.0
number,0.02882687742287624,2,0.05765375484575248,0.02422569370866811
Total,0.028811271759289995,2,0.05762254351857999,0.012351761477964993
convoy,0.028805526281492747,2,0.057611052562985494,0.02516166766327547
motorcycle,0.057008539860401816,1,0.057008539860401816,0.0
entering,0.0569773395411767,1,0.0569773395411767,0.0
flee,0.05691042966041107,1,0.05691042966041107,0.0
Maywand,0.02829064282260388,2,0.05658128564520776,0.0068359722213335705
dozens,0.0564904636028611,1,0.0564904636028611,0.0
18,0.056427899741579315,1,0.056427899741579315,0.0
posti,0.05592281696375514,1,0.05592281696375514,0.0
Barchi,0.05556244654030022,1,0.05556244654030022,0.0
16th,0.05435406462590711,1,0.05435406462590711,0.0
12,0.018061366808431813,3,0.054184100425295444,0.013605765503243881
ye,0.05410471079048984,1,0.05410471079048984,0.0
Khak,0.05404457773734216,1,0.05404457773734216,0.0
Province,0.054017151326583954,1,0.054017151326583954,0.0
22,0.053316503920968004,1,0.053316503920968004,0.0
also,0.02659426593359833,2,0.05318853186719666,0.022246616812608623
Safid,0.05313934573757632,1,0.05313934573757632,0.0
more,0.012840885262684032,4,0.05136354105073613,0.005105975221907439
during,0.016847708667294185,3,0.05054312600188256,0.010689148332955584
guards,0.05034736970387087,1,0.05034736970387087,0.0
Sabz,0.04974374044412534,1,0.04974374044412534,0.0
they,0.04953562419828501,1,0.04953562419828501,0.0
assumed,0.04945224779209825,1,0.04945224779209825,0.0
guard,0.048638255803030106,1,0.048638255803030106,0.0
Narizaber,0.04849145758613043,1,0.04849145758613043,0.0
administrative,0.048029998574535576,1,0.048029998574535576,0.0
05,0.02393717148135769,2,0.04787434296271538,0.017526363833960886
of,0.023715630427898683,2,0.047431260855797366,0.003036162276570718
shot,0.01573166588441941,3,0.047194997653258235,0.01883067122807425
Jowjzan,0.046715460861261035,1,0.046715460861261035,0.0
injured,0.015319020224408874,3,0.04595706067322662,0.0038358812967906573
25,0.022880302291514363,2,0.045760604583028726,0.00907323041011283
Masud,0.045560702313716034,1,0.045560702313716034,0.0
May,0.022712842201764123,2,0.045425684403528246,0.018447952570625016
firefight,0.04522257493985461,1,0.04522257493985461,0.0
Dakar,0.04513429540797324,1,0.04513429540797324,0.0
Qal,0.045113174651919344,1,0.045113174651919344,0.0
checkpost,0.04427254880142235,1,0.04427254880142235,0.0
Heavy,0.04417124129251414,1,0.04417124129251414,0.0
from,0.021977591119902364,2,0.04395518223980473,0.008315972820798502
0,0.007208886447366767,6,0.043253318684200605,0.006515504625821758
Agha,0.04263812038870037,1,0.04263812038870037,0.0
JAn,0.042319091853030864,1,0.042319091853030864,0.0
hours,0.02101015696689469,2,0.04202031393378938,0.0009671936223737253
No,0.010415439498858859,4,0.041661757995435436,0.0074061244595296375
specific,0.0410235068973165,1,0.0410235068973165,0.0
highway,0.04084701543210669,1,0.04084701543210669,0.0
5th,0.039898637671056024,1,0.039898637671056024,0.0
Ministry,0.03925168746582692,1,0.03925168746582692,0.0
Aug,0.039001444449122395,1,0.039001444449122395,0.0
one,0.038924022276977985,1,0.038924022276977985,0.0
Pusht,0.0388750494994201,1,0.0388750494994201,0.0
chiefs,0.03841995678902117,1,0.03841995678902117,0.0
defense,0.03728526616963122,1,0.03728526616963122,0.0
poppy,0.037163286470430136,1,0.037163286470430136,0.0
gate,0.03612657665266178,1,0.03612657665266178,0.0
member,0.036022558125969995,1,0.036022558125969995,0.0
19,0.017909089225406377,2,0.035818178450812754,0.01018870609392192
ah,0.03537886299612143,1,0.03537886299612143,0.0
long,0.03530925029803907,1,0.03530925029803907,0.0
split,0.03530276217910048,1,0.03530276217910048,0.0
Rahwod,0.035068228483286765,1,0.035068228483286765,0.0
Shapoli,0.033683661503339284,1,0.033683661503339284,0.0
28,0.016763397953449354,2,0.03352679590689871,0.007590311956724748
Around,0.016635003796844836,2,0.03327000759368967,0.007137939768560757
without,0.031020056794744816,1,0.031020056794744816,0.0
gym,0.030701100488347323,1,0.030701100488347323,0.0
bodyguards,0.030115596090719905,1,0.030115596090719905,0.0
head,0.029450261034272476,1,0.029450261034272476,0.0
Sher,0.028838881622493134,1,0.028838881622493134,0.0
Zana,0.028806509340445628,1,0.028806509340445628,0.0
militaries,0.02873894154638651,1,0.02873894154638651,0.0
the,0.009123410229554155,3,0.027370230688662466,0.004502105131975187
Saydabad,0.02696609554044375,1,0.02696609554044375,0.0
Sherzad,0.02649637380057341,1,0.02649637380057341,0.0
duty,0.026306571919752504,1,0.026306571919752504,0.0
Tangi,0.025918021474644858,1,0.025918021474644858,0.0
planted,0.012799468943501712,2,0.025598937887003424,0.00975639839176299
behind,0.025333233305231066,1,0.025333233305231066,0.0
Yak,0.025031170079947245,1,0.025031170079947245,0.0
destroyed,0.012489345870509498,2,0.024978691741018997,0.008497217149312552
RPG,0.012480877632344714,2,0.02496175526468943,0.003085001697945844
died,0.02492265614119011,1,0.02492265614119011,0.0
retaliated,0.01230285250886409,2,0.02460570501772818,0.00423720430149956
guns,0.024134443591235278,1,0.024134443591235278,0.0
women,0.023667288012537258,1,0.023667288012537258,0.0
near,0.02359304611478234,1,0.02359304611478234,0.0
Rayzano,0.023227506395700367,1,0.023227506395700367,0.0
began,0.023167191912055903,1,0.023167191912055903,0.0
ambush,0.011560629353288242,2,0.023121258706576484,0.005413917167403586
headquarter,0.022826780216408427,1,0.022826780216408427,0.0
his,0.011395186500955536,2,0.02279037300191107,0.007120784619974744
It,0.02269401737870013,1,0.02269401737870013,0.0
nearby,0.022368890359836316,1,0.022368890359836316,0.0
Policeman,0.021567295776647594,1,0.021567295776647594,0.0
fatality,0.010612849177781304,2,0.02122569835556261,0.0007335886009436493
Shinkay,0.020911988613916885,1,0.020911988613916885,0.0
be,0.020906348802394566,1,0.020906348802394566,0.0
passing,0.020871014768784172,1,0.020871014768784172,0.0
at,0.02068987669618728,1,0.02068987669618728,0.0
fire,0.020433417253018442,1,0.020433417253018442,0.0
20,0.019828508963928876,1,0.019828508963928876,0.0
Washir,0.019582884800528902,1,0.019582884800528902,0.0
after,0.01932587818762438,1,0.01932587818762438,0.0
Khan,0.01902732710769107,1,0.01902732710769107,0.0
tank,0.018598121495754214,1,0.018598121495754214,0.0
9th,0.01825420146209535,1,0.01825420146209535,0.0
Qari,0.018243186111727355,1,0.018243186111727355,0.0
back,0.017082635123944277,1,0.017082635123944277,0.0
inside,0.008262545938532881,2,0.016525091877065762,0.0060392279204870124
commander,0.01626299439911786,1,0.01626299439911786,0.0
including,0.016102903773948758,1,0.016102903773948758,0.0
locality,0.01595820621082519,1,0.01595820621082519,0.0
17,0.007766359204549773,2,0.015532718409099547,0.0023611673521717405
gun,0.007386256032902083,2,0.014772512065804166,0.0021921819283488926
people,0.014118644550603961,1,0.014118644550603961,0.0
7th,0.014079105555279936,1,0.014079105555279936,0.0
other,0.013803719363554918,1,0.013803719363554918,0.0
Ksrezono,0.01358678676102137,1,0.01358678676102137,0.0
31,0.013533535295681073,1,0.013533535295681073,0.0
attacked,0.003360250363645801,4,0.013441001454583204,0.002444726926606515
are,0.013430484946010308,1,0.013430484946010308,0.0
Khawja,0.01336751312317848,1,0.01336751312317848,0.0
details,0.013347105123204958,1,0.013347105123204958,0.0
early,0.013257311157772055,1,0.013257311157772055,0.0
confirmed,0.013095579635867808,1,0.013095579635867808,0.0
Force,0.012749164132568068,1,0.012749164132568068,0.0
motorbike,0.01235187275775884,1,0.01235187275775884,0.0
night,0.006150438082091385,2,0.01230087616418277,0.0031434030072789248
clash,0.012289593194210233,1,0.012289593194210233,0.0
Gormach,0.012112756395025273,1,0.012112756395025273,0.0
checkpoints,0.012005079347089269,1,0.012005079347089269,0.0
Sardawri,0.011986167062646826,1,0.011986167062646826,0.0
blocked,0.011859958974212588,1,0.011859958974212588,0.0
multiple,0.011681595232100016,1,0.011681595232100016,0.0
three,0.005763581747335666,2,0.011527163494671332,0.004226169661536605
later,0.01151156041497271,1,0.01151156041497271,0.0
suffered,0.011480444830310925,1,0.011480444830310925,0.0
fighters,0.005553518473471511,2,0.011107036946943021,0.004280481097001356
lawyer,0.010934303281580194,1,0.010934303281580194,0.0
information,0.010869139114659943,1,0.010869139114659943,0.0
bomb,0.009931994306769843,1,0.009931994306769843,0.0
04,0.00988136246274937,1,0.00988136246274937,0.0
dead,0.009693034078918259,1,0.009693034078918259,0.0
Dashtak,0.009672992836655382,1,0.009672992836655382,0.0
Alaghan,0.009597603895186988,1,0.009597603895186988,0.0
Parchaw,0.009583399717428233,1,0.009583399717428233,0.0
while,0.009530171464757193,1,0.009530171464757193,0.0
Dshk,0.00919580763194846,1,0.00919580763194846,0.0
Malak,0.008731769821499336,1,0.008731769821499336,0.0
Girishk,0.008513844581120334,1,0.008513844581120334,0.0
Sangan,0.00850036805874965,1,0.00850036805874965,0.0
Ahino,0.008191355220591959,1,0.008191355220591959,0.0
Arghanadab,0.008051145293344214,1,0.008051145293344214,0.0
Ferqat,0.007922753955173775,1,0.007922753955173775,0.0
attack,0.007784646377815896,1,0.007784646377815896,0.0
Sharodak,0.007585344428389285,1,0.007585344428389285,0.0
Local,0.007537403697163786,1,0.007537403697163786,0.0
third,0.007080977006653189,1,0.007080977006653189,0.0
Sang,0.007072889920203407,1,0.007072889920203407,0.0
Zirkoh,0.006843276108941225,1,0.006843276108941225,0.0
Farsi,0.0066753339290009095,1,0.0066753339290009095,0.0
Protection,0.006557149142189143,1,0.006557149142189143,0.0
parts,0.00646310382497004,1,0.00646310382497004,0.0
Army,0.006361542436300413,1,0.006361542436300413,0.0
check,0.00608023974427197,1,0.00608023974427197,0.0
power,0.005875372374732064,1,0.005875372374732064,0.0
Khwaja,0.005639604696034633,1,0.005639604696034633,0.0
Year,0.005076739563813312,1,0.005076739563813312,0.0
light,0.004819817435455209,1,0.004819817435455209,0.0
place,0.004717602126147236,1,0.004717602126147236,0.0
33,0.004681912187743199,1,0.004681912187743199,0.0
Dorahi,0.00461583130408176,1,0.00461583130408176,0.0
fired,0.00437130362183179,1,0.00437130362183179,0.0
left,0.004294430514593333,1,0.004294430514593333,0.0
Daychopan,0.004092465490781191,1,0.004092465490781191,0.0
In,0.004068538079848009,1,0.004068538079848009,0.0
children,0.003641926884059067,1,0.003641926884059067,0.0
overran,0.0035069875435013538,1,0.0035069875435013538,0.0
30,0.003264713271743382,1,0.003264713271743382,0.0
Kalashnikovs,0.00324803739673322,1,0.00324803739673322,0.0
Dah,0.003202298251025357,1,0.003202298251025357,0.0
Mazar,0.003033532577473877,1,0.003033532577473877,0.0
employees,0.002986282486676193,1,0.002986282486676193,0.0
headquarters,0.0027749454539580426,1,0.0027749454539580426,0.0
fighter,0.0026281670850772407,1,0.0026281670850772407,0.0
key,0.0024060735312598754,1,0.0024060735312598754,0.0
fled,0.0023866291974256795,1,0.0023866291974256795,0.0
Baish,0.0021343186801117517,1,0.0021343186801117517,0.0
destroying,0.0018332456475855222,1,0.0018332456475855222,0.0
As,0.0013648112144317244,1,0.0013648112144317244,0.0
blast,0.0007640241946964163,1,0.0007640241946964163,0.0
total,0.0005504791042867614,1,0.0005504791042867614,0.0
