model,feature,importance
rfc_adasyn,sub_event_type_Remote explosive/landmine/IED,0.0011957861547228883
rfc_adasyn,sub_event_type_Sexual violence,0.0
rfc_adasyn,sub_event_type_Shelling/artillery/missile attack,0.00023958750818836407
rfc_adasyn,sub_event_type_Suicide bomb,9.519412101763679e-05
rfc_adasyn,notes_emb_0,0.0028231373623495144
rfc_adasyn,notes_emb_1,0.0016931691736793255
rfc_adasyn,notes_emb_2,0.0031572512690553637
rfc_adasyn,notes_emb_3,0.001911745360591092
rfc_adasyn,notes_emb_4,0.0041072316257479155
rfc_adasyn,notes_emb_5,0.00211083597255317
rfc_adasyn,notes_emb_6,0.0013051263734130143
rfc_adasyn,notes_emb_7,0.0016173478514060918
rfc_adasyn,notes_emb_8,0.003064159532449157
rfc_adasyn,notes_emb_9,0.0014413947821559758
rfc_adasyn,notes_emb_10,0.0019844221723762877
rfc_adasyn,notes_emb_11,0.0015973337949762828
rfc_adasyn,notes_emb_12,0.0026088033424518414
rfc_adasyn,notes_emb_13,0.001502406084409741
rfc_adasyn,notes_emb_14,0.0012669822954280297
rfc_adasyn,notes_emb_15,0.0019289488580583683
rfc_adasyn,notes_emb_16,0.0015956853799988168
rfc_adasyn,notes_emb_17,0.0024868509306861285
rfc_adasyn,notes_emb_18,0.0024908792974891406
rfc_adasyn,notes_emb_19,0.001959361333947628
rfc_adasyn,notes_emb_20,0.002637229252029637
rfc_adasyn,notes_emb_21,0.002214083930730214
rfc_adasyn,notes_emb_22,0.0016972283776992328
rfc_adasyn,notes_emb_23,0.0036430567367537682
rfc_adasyn,notes_emb_24,0.0032170735244536467
rfc_adasyn,notes_emb_25,0.0015716096880605665
rfc_adasyn,notes_emb_26,0.0017697027322986303
rfc_adasyn,notes_emb_27,0.001374115611943601
rfc_adasyn,notes_emb_28,0.0016711072042213543
rfc_adasyn,notes_emb_29,0.0022685688889964805
rfc_adasyn,notes_emb_30,0.0011253465859338368
rfc_adasyn,notes_emb_31,0.0014978820513757171
rfc_adasyn,notes_emb_32,0.002040788074409469
rfc_adasyn,notes_emb_33,0.0017238309329958134
rfc_adasyn,notes_emb_34,0.0020852578179146007
rfc_adasyn,notes_emb_35,0.0022576739452705675
rfc_adasyn,notes_emb_36,0.0012087408988409145
rfc_adasyn,notes_emb_37,0.0011423857784206418
rfc_adasyn,notes_emb_38,0.0031513993456952567
rfc_adasyn,notes_emb_39,0.0017037356423799965
